지역,이름,사업자,소재지,면적,홀,구분
경북,마스터피스CC,누가개발,경상북도 고령군 쌍림면 산막길 47-80,1034362,18,대중제
경북,대가야CC,흥진레저,경상북도 고령군 대가야읍 대가야로 1103,469311,9,대중제
경북,다산 샤인힐CC,두강건설,경상북도 고령군 다산면 벌지로 175-115,1031280,18,대중제
경북,파미힐스CC,한길,경상북도 칠곡군 왜관읍 봉계로 263,2094223,36,회원제
경북,세븐밸리CC,세븐밸리제이씨,경상북도 칠곡군 왜관읍 봉계3길 180,941849,18,대중제
경북,칠곡아이위시CC,동화레져,경상북도 칠곡군 기산면 노석1길 49-112,375039,9,대중제
경북,한맥CC&노블리아,한맥개발,경상북도 예천군 호명면 한맥골프장길 72,1000226,18,대중제
경북,마린CC,울진군수,경상북도 울진군 매화면 매화로 115-99,1221145,18,대중제
광주,빛고을컨트리클럽,광주광역시도시공사,광주광역시 남구 효우로 153,201055,9,대중제
광주,에콜리안광산골프장,국민체육진흥공단,광주광역시 광산구 오목내길 26,326823,9,대중제
광주,어등산컨트리클럽,어등산리조트,광주광역시 광산구 무진대로 31,1567463,27,대중제
대구,팔공컨트리클럽,우경개발,대구광역시 동구 팔공산로 237길 186,769047,18,회원제
대구,냉천컨트리클럽,냉천개발,대구광역시 달성군 가창면 가창로 1037-9,181423,9,대중제
대구,구니컨트리클럽,케이알스포츠,대구광역시 군위군 군위읍 도군로 2450,841556,18,대중제
대구,오펠골프클럽,신우개발,대구광역시 군위군 산성면 부흥로 227,989044,18,대중제
대구,이지스카이컨트리클럽,이지컨트리클럽,대구광역시 군위군 군위읍 대흥1길 48-100,891244,18,대중제
대전,유성컨트리클럽,강현모,대전 유성구 현충원로 200,1156423,18,회원제
대전,대덕복지센터,배재웅,대전 유성구 유성대로 1689번길 69,318382,9,대중제
대전,금실대덕밸리CC,정영숙,대전 유성구 테크노중앙로 210,259401,9,대중제
부산,부산컨트리클럽,부산컨트리클럽,부산광역시 금정구 중앙대로2327번길 11,495417,18,회원제
부산,동래베네스트골프클럽,삼성물산,부산광역시 금정구 하정로 66,1083148,18,회원제
부산,하이스트컨트리클럽,정상개발,부산광역시 강서구 과학산단1로 172,373474,9,대중제
부산,해라컨트리클럽,성우알앤디,부산광역시 강서구 과학산단로 306번길 77,175444,9,대중제
부산,아시아드컨트리클럽,삼성물산,부산광역시 기장군 일광읍 차양길 26,14511187,27,회원제
부산,해운대컨트리클럽,경원개발,부산광역시 기장군 정관면 병산2로 265,1527000,27,회원제
부산,베이사이드골프클럽,일광개발,부산광역시 기장군 일광읍 이천8길 100,1399166,27,회원제
부산,해운대비치골프앤리조트,해운대비치골프앤리조트,부산광역시 기장군 기장읍 대변로 74,846781,18,회원제
부산,기장동원로얄컨트리클럽,남양종합개발,부산광역시 기장군 기장읍 반송로 1345-52,371489,9,대중제
부산,스톤게이트컨트리클럽,오션디앤씨,부산광역시 기장군 일광읍 곡천길 317,1129738,18,대중제
서울,인서울27골프클럽,인서울27골프클럽,서울특별시 강서구 오정로 443-198,998126,27,비회원제
세종,세종에머슨컨트리클럽,세종에머슨,세종특별자치시 전의면 운주산로 1510,14196123,27,회원제
세종,건설공제조합세종필드골프클럽,건설공제조합세종개발,세종특별자치시 정안세종로 1569,1009660,18,대중제
세종,세종레이캐슬골프&리조트,자광홀딩스,세종특별자치시 전의면 의당전의로 252,1301532,27,대중제
울산,보라골프장,반도개발,울산광역시 울주군 삼동면 삼동로 404,1425800,27,회원제
울산,삼남골프장,삼남,울산광역시 울주군 삼남면 방기가천로 179,247991,9,대중제
울산,더골프골프장,고암개발,울산광역시 울주군 서생면 용연길 206-52,806584,18,대중제
울산,울산골프장,울산개발,울산광역시 울주군 웅촌면 웅촌로 1,1428262,27,회원제
울산,베이스타즈CC,새정스타즈,울산광역시 북구 미포산업로 800,730509,18,대중제
울산,오르비스골프클럽,산양,울산광역시 울주군 온양읍 망양리 산14-9,826480,18,대중제
인천,인천국제컨트리클럽,신태진,인천광역시 서구 도요지로 37,811919,18,회원제
인천,잭 니클라우스 골프클럽 코리아,포스코 O&M,인천광역시 연수구 아카데미로 209,771912,18,회원제
인천,송도골프클럽,송도골프,인천광역시 연수구 능허대로 236,116842,8,대중제
인천,인천그랜드컨트리클럽,동군,인천광역시 서구 원석로 195,463583,18,대중제
인천,클럽72(바다),케이엠에이치 신라레저,인천광역시 중구 공항동로 392,2685570,63,대중제
인천,클럽72(하늘),케이엠에이치 신라레저,인천광역시 중구 공항동로135번길 267,934611,18,대중제
인천,베어즈베스트청라골프클럽,블루아일랜드개발,인천광역시 서구 청라대로 316번길 45,1360105,27,대중제
인천,드림파크골프장,수도권매립지관리공사,인천광역시 서구 거월로 61,1533427,36,대중제
인천,골프존카운티 송도,골프존카운티,인천광역시 연수구 인천신항대로 1120,510720,18,대중제
인천,석모도컨트리클럽,해륜개발,인천광역시 강화군 어류정길 177,717432,18,대중제
인천,오렌지듄스 영종골프클럽,영종오렌지,인천광역시 중구 운서동 2850-43,821641,18,대중제
인천,강화 선두리 골프장,강호개발,인천광역시 강화군 해안남로 474번길 59,240286,9,대중제
인천,베르힐CC 영종,KB부동산신탁,인천광역시 중구 한상중앙로 66,1650307,36,대중제
전남,여수시티파크골프&호텔,김영한,전남 여수시 좌수영로 641,1035509,18,대중제
전남,디오션CC,김종관,전남 여수시 화양면 안포리 1917,1103049,18,대중제
전남,세이지우드 여수경도,김승건,전남 여수시 대경도길 111,1640629,27,대중제
전남,포라이즌,김정수,전남 순천시 별량면 오실길 333,1791833,27,회원제
전남,파인힐스CC,이화영,전남 순천시 주암면 송강사길 99,1505472,27,대중제
전남,순천CC,임종욱,전남 순천시 별량면 동화사길 85,342120,9,대중제
전남,골프존카운티 순천,서상현,전남 순천시 주암면 행정1길 77,1627955,36,대중제
전남,순천부영CC,최양환,전남 순천시 해룡면 신대로 188,842238,18,대중제
전남,골드레이크CC,임대형,전남 나주시 남평읍 나주호로 442-129,875813,18,대중제
전남,해피니스CC,차재진,전남 나주시 다도면 다도로 171-60,1381092,18,대중제
전남,나주CC,김천종,전남 나주시 공산면 상방신포길 154-32,247058,9,대중제
전남,나주힐스CC,김태식,전남 나주시 공산면 삼방신포길 160-27,242878,9,대중제
전남,광양CC,반재경,전남 광양시 가야로 223,234987,6,대중제
전남,창평CC,김형준,전남 담양군 창평면 오강리 27-2,263053,9,대중제
전남,레이나CC,차성만,전남 담양군 담양읍 깊은실길 169,785210,18,대중제
전남,죽향CC,한정수,전남 담양군 창평면 창평로 159,396682,9,대중제
전남,광주CC,고혁주,전남 곡성군 옥과면 입면로 455,1165945,27,회원제
전남,옥과기안CC,김삼종,전남 곡성군 옥과면 소룡리 427-2,242563,9,대중제
전남,르오네뜨CC,김양석,전남 곡성군 오산면 오산로 819-126,972404,9,대중제
전남,보성CC,박지영,전남 보성군 조성면 대곡리 1117,911572,18,대중제
전남,보성에덴CC,안병태,전남 보성군 보성읍 쾌상리 1385,295701,9,대중제
전남,엘리체CC 화순,류채봉,전남 화순군 춘양면 장곡길 55,1067821,18,회원제
전남,화순CC,최창식,전남 화순군 도곡면 천태로 1000-151,1545440,27,회원제
전남,조아밸리CC,조우석,전남 화순군 도곡면 고인돌2로 450,429088,9,대중제
전남,무등산CC,박만주,전남 화순군 화순읍 오성로 292-90,1575772,27,대중제
전남,JNJ골프리조트,정남진골프리조트,전남 장흥군 장평면 제산기동로 326,1450502,27,대중제
전남,다산베아채골프&리조트,이애자,전남 강진군 도암면 학장용산길 101,1420762,27,대중제
전남,오시아노골프클럽,한국관광공사,전남 해남군 화원면 시아로 224,538288,9,대중제
전남,파인비치골프링크스,파인비치,전남 해남군 화원면 시아로 224,834771,18,대중제
전남,솔라시도CC,피앤지에이개발,전남 해남군 산이면 산이로 2247,774903,18,대중제
전남,아크로CC,박현재,전남 영암군 금정면 안적동길 403,1462477,27,대중제
전남,cosmos 1,파크카운티,전남 영암군 삼호읍 에프원로 121-4,885730,18,대중제
전남,골프존카운티 영암,썬카운티,전남 영암군 삼호읍 에프원로 121-1,1804843,45,대중제
전남,무안CC,최재훈,전남 무안군 청계면 도대리 818,1969760,54,대중제
전남,클린밸리CC,조영희,전남 무안군 청계면 태봉길 33-100,839686,18,대중제
전남,엘리체CC 함평,류채봉,전남 함평군 학교면 서당매길 242,1347715,27,대중제
전남,천지CC,정유신,전남 함평군 함장로 889-11,234544,9,대중제
전남,베르힐컨트리클럽,문금환,전남 함평군 대동면 대동길 408,1599997,27,대중제
전남,웨스트오션CC,대호관광개발,전남 영광군 백수읍 해안로 1362-70,951318,18,대중제
전남,에콜리안영광골프장,영광군수,전남 영광군 영광읍 월현로 1길 40,421962,9,대중제
전남,푸른솔 골프클럽 장성,유순태,전남 장성군 동화면 임정로 155,1312986,27,대중제
전남,백양우리CC,김승룡,전남 장성군 북이면 사거리 752-1,297540,9,대중제
전북,전주월드컵골프장,전주시설공단,전북특별자치도 전주시 덕진구 온고을로 672,156851,9,대중제
전북,군산CC,군산레저산업,전북특별자치도 군산시 옥서면 남산군로 1685,4240782,81,대중제
전북,익산컨트리클럽,익산관광개발,전북특별자치도 익산시 무왕로38길 111,797168,18,대중제
전북,웅포컨트리클럽,베어포트리조트,전북특별자치도 익산시 웅포면 강변로 130,917246,18,대중제
전북,포세븐금강컨트리클럽,포세븐금강 컨트리클럽,전북특별자치도 익산시 웅포면 강변로 130,1242476,18,대중제
전북,태인CC,우진관광개발,전북특별자치도 정읍시 태인면 상증길 28,850000,18,대중제
전북,내장산골프&리조트,대일내장산 컨트리클럽,전북특별자치도 정읍시 첨단과학로 476,913884,18,대중제
전북,남원상록골프장,공무원연금공단,전북특별자치도 남원시 대산면 월계길 11,1149543,18,대중제
전북,골프존카운티 드래곤,골프존카운티,전북특별자치도 남원시 대산면 대사로 498,936702,18,대중제
전북,아네스빌CC,벽원레저개발,전북특별자치도 김제시 황산면 높은메길 160-39,299986,9,대중제
전북,에스페란사GC,에스페란사GC,전북특별자치도 김제시 금구면 낙산로 120,147569,9,대중제
전북,김제스파힐스CC,티엠지개발,전북특별자치도 김제시 온천길 37,559779,18,대중제
전북,더나인골프클럽,부흥산업개발,전북특별자치도 김제시 금구면 대화1길 8-75,453402,9,대중제
전북,OKCC,오케이,전북특별자치도 완주군 소양면 화심리 300,341398,9,대중제
전북,케이밸리컨트리클럽,스마트시티,전북특별자치도 완주군 운주면 산북리 65-4,322847,9,대중제
전북,써미트CC,써미트,전북특별자치도 진안군 부귀면 부귀로 72-161,1405820,27,대중제
전북,무주덕유산CC,무주덕유산리조트,전북특별자치도 무주군 설천면 만선로 185,848000,18,회원제
전북,골프존카운티 무주,케이제이클럽,전북특별자치도 무주군 안성면 장무로 1537-21,895464,18,대중제
전북,장수골프리조트,장수레저,전북특별자치도 장수군 계남면 장안산로 303,1270430,18,대중제
전북,전주샹그릴라CC,광산관광개발,전북특별자치도 임실군 신덕면 수지로 559-90,1068718,27,회원제
전북,금과골프장,금과관광레저타운,전북특별자치도 순창군 금과면 담순로 716,74258,6,대중제
전북,디케이레저,순창씨씨,전북특별자치도 순창군 순창읍 금산로 152,203636,9,대중제
전북,고창CC,동호레저,전북특별자치도 고창군 심원면 애향갯벌로 70,760515,21,대중제
전북,골프존카운티 선운,골프존카운티,전북특별자치도 고창군 아산면 운곡로 418,930788,18,대중제
전북,석정힐CC,석정레저,전북특별자치도 고창군 고창읍 석정2로 192,610250,18,대중제
제주,타미우스cc,타미우스,제주특별자치도 제주시 애월읍 화전길 201,1164583,27,회원제
제주,그린필드GC,형삼문,제주특별자치도 제주시 조천읍 번영로 1040-70,959076,18,회원제
제주,라헨느CC,라헨느리조트,제주특별자치도 제주시 봉개동 237-5,807383,18,회원제
제주,볼카노골프앤리조트,볼카노골프앤리조트,제주특별자치도 서귀포시 산록남로 1391,1210254,27,회원제
제주,테디밸리,제이에스엔에프개발,제주특별자치도 서귀포시 한창로 365,974992,18,회원제
제주,그랜드부민 꿈드림목장,그랜드부민 꿈드림목장,제주특별자치도 제주시 516로 2596-117,283520,9,대중제
제주,에코랜드,더원,제주특별자치도 제주시 조천읍 번영로 1278-169,1317514,27,대중제
제주,라온골프클럽,라온레저개발,제주특별자치도 제주시 한경면 용금로 998,1292392,27,대중제
제주,크라운CC,관정이종환재단,제주특별자치도 제주시 조천읍 북선로 125,961720,27,대중제
제주,더시에나CC,시에나컨트리클럽,제주특별자치도 제주시 516로 2695,1443394,18,대중제
제주,아덴힐,아덴힐리조트앤골프,제주특별자치도 제주시 화전길 82,710250,18,대중제
제주,한라산CC,부건,제주특별자치도 제주시 선돌목동길 56-46,643347,18,대중제
제주,플라자CC 제주,한화호텔앤드리조트,제주특별자치도 제주시 명림로 575-107,442376,9,대중제
제주,부영CC,부영CC,제주특별자치도 서귀포시 남원읍 남조로 960,993803,27,대중제
제주,서귀포팬텀 골프앤리조트,서귀포팬텀골프앤리조트,제주특별자치도 서귀포시 산록남로 2914,1087929,18,대중제
제주,중문GC,한국관광공사,제주특별자치도 서귀포시 중문관광로 72번길 60,917764,18,대중제
제주,스프링데일,동국개발,제주특별자치도 서귀포시 남원읍 서성로 459,761919,18,대중제
제주,더클래식CC,더클래식CC,제주특별자치도 서귀포시 남원읍 남조로 1105,726587,18,대중제
제주,샤인빌파크CC,록,제주특별자치도 서귀포시 표선면 가시로 384,632749,18,대중제
제주,골프존카운티오라,글래드호텔앤리조트,제주특별자치도 제주시 오라남로 130-16,1107441,18,회원제
제주,엘리시안제주,GS건설,제주특별자치도 제주시 평화로 1738-116,804452,18,회원제
제주,에버리스CC,신안관광개발,제주특별자치도 제주시 평화로 1693-75,637488,18,회원제
제주,아난티클럽제주,아난티한라,제주특별자치도 제주시 선유로 445-55,363262,9,회원제
제주,블랙스톤제주,블랙스톤리조트,제주특별자치도 제주시 한창로 925-122,1021348,18,회원제
제주,캐슬렉스제주,캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,858271,18,회원제
제주,해비치CC,해비치호텔앤드리조트,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,797237,18,회원제
제주,롯데스카이힐제주,호텔롯데,제주특별자치도 서귀포시 상예로 530,772881,18,회원제
제주,사이프러스골프,남영산업,제주특별자치도 서귀포시 번영로 2300,786019,18,회원제
제주,나인브릿지,CJ대한통운,제주특별자치도 서귀포시 안덕면 광평로 34-156,960827,18,회원제
제주,SK핀크스,SK핀크스,제주특별자치도 서귀포시 안덕면 산록남로 863,874521,18,회원제
충남,우정힐스 컨트리클럽,그린나래,충청남도 천안시 동남구 목천읍 충절로 1048-68,1049767,18,회원제
충남,천안상록 골프장,공무원연금관리공단,충청남도 천안시 서북구 수신면 수신로 576,1314137,27,대중제
충남,골프존카운티 천안,지씨천안,충청남도 천안시 동남구 병천면 매성2길 103,913887,18,대중제
충남,마론컨트리클럽,마론,충청남도 천안시 동남구 북면 납안5길 74,1027365,18,대중제
충남,프린세스 골프클럽,공주개발,충청남도 공주시 정안면 방자들길 81-50,751706,18,대중제
충남,골드리버CC,웅진,충청남도 공주시 의당면 신정말길 67-133,152438,9,대중제
충남,계룡산골프장,계룡산골프장,충청남도 공주시 계룡면 아랫난댕이길 17,103426,9,대중제
충남,보령베이스CC,대천리조트,충청남도 보령시 옥마벚길 10,350420,9,대중제
충남,에스앤 골프리조트,에스앤골프리조트,충청남도 보령시 남포면 양항리 650-2,205503,9,대중제
충남,도고컨트리 구락부,도고칸추리크럽,충청남도 아산시 선장면 삼봉산길 188,904536,18,회원제
충남,에스지아름다운골프&리조트,단톡,충청남도 아산시 영인면 영인산로 440,1648880,27,대중제
충남,서산수 골프앤리조트,서산수골프앤리조트,충청남도 서산시 대산읍 삼길포7로 8,955691,18,대중제
충남,더힐 컨트리클럽,일상,충청남도 논산시 상월면 선비로 1079,247641,9,대중제
충남,아리스타 CC,대양레져산업개발,충청남도 논산시 연무읍 황화정리 산100,895189,18,대중제
충남,파인스톤 컨트리클럽,동양관광레저,충청남도 당진시 송산면 무수들길 90,686891,18,대중제
충남,파나시아 골프클럽,만진집단,충청남도 당진시 신평면 계명길 33,387448,9,대중제
충남,플라밍고CC,최영수,충청남도 당진시 석문면 산단8로 299,1096308,30,대중제
충남,에딘버러 컨트리클럽,부토,충청남도 금산군 진산면 살구정길 167,1024690,18,회원제
충남,백제컨트리클럽,백제컨트리클럽,충청남도 부여군 은산면 충절로 3734-82,1459801,27,대중제
충남,스카이힐 부여CC,호텔롯데,충청남도 부여군 규암면 백제문로 470,981904,18,대중제
충남,골든베이골프&리조트,셀럽골프앤리조트,충청남도 태안군 근흥면 정선포로 217,1385535,27,대중제
충남,스톤비치컨트리클럽,스톤비치,충청남도 태안군 근흥면 갈음이길 88,523948,18,대중제
충남,로얄링스1,로얄링스,충청남도 태안군 태안읍 반곡길 284,707220,18,대중제
충남,솔라고CC,현대도시개발,충청남도 태안군 태안읍 소곳이길 92-234,720400,18,대중제
충남,내포골프클럽,내포개발,충청남도 예산군 삽교읍 산수길 242,382123,9,대중제
충북,그랜드cc,임재풍,충청북도 청주시 청원구 오창읍 꽃화산길 14,1696299,27,회원제
충북,아난티 중앙골프클럽,이대현,충청북도 진천군 백곡면 배티로 818-105,1151924,27,회원제
충북,천룡cc,윤진동,충청북도 진천군 이월면 진안로 347-123,1153107,27,회원제
충북,세레니티cc,김주영,충청북도 청주시 서원구 남이면 문곡구절골길 235,1075151,18,회원제
충북,스타cc,변재길,충청북도 충주시 앙성면 상대촌1길 198,1005341,18,회원제
충북,임페리얼레이크,서향기,충청북도 충주시 금가면 다래울길 52,830332,18,대중제
충북,시그너스cc,김영란,충청북도 충주시 앙성면 중방곡길 57-44,259636,9,대중제
충북,떼제베운영,김명신,충청북도 청주시 흥덕구 옥산면 동림2길 149,893383,36,대중제
충북,썬밸리cc,이성주,충청북도 음성군 삼성면 법말길 49,1567859,18,대중제
충북,중원cc,김영민,충청북도 충주시 산척면 인등로 392,944976,27,대중제
충북,레인보우힐스,정인환,충청북도 음성군 생극면 차생로 168,1179674,27,대중제
충북,히든밸리cc,정현숙,충청북도 진천군 백곡면 소토골길 61,1434573,27,대중제
충북,골드나인cc,정우석,충청북도 청주시 청원구 낭성면 산성로 1520-17,421101,9,대중제
충북,센테리움cc,조형득,충청북도 충주시 노은면 솔고개로 750,1415008,27,대중제
충북,대호단양cc,황호현,충청북도 단양군 매포읍 고양5길 43,920073,18,대중제
충북,대영베이스cc,권혁희,충청북도 충주시 대소원면 성종두담길 113,999268,18,대중제
충북,골프존카운티 진천,서상현,충청북도 진천군 진천읍 송강로 783-51,1200500,27,대중제
충북,오창 에딘버러,오형근,충청북도 청주시 청원구 오창읍 두릉유리로 846,391643,9,대중제
충북,이븐데일cc,홍승우,충청북도 청주시 상당구 미원면 대신2길 31,982711,18,대중제
충북,킹즈락cc,정성훈,충청북도 제천시 천남동 내토로7길 136,1253344,27,대중제
충북,골프존카운티 화랑,서상현,충청북도 진천군 문백면 농다리로 809,998111,18,대중제
충북,젠스필드cc,이상균,충청북도 음성군 삼성면 덕호로 382,896185,18,대중제
충북,로얄포레cc,구정현,충청북도 충주시 신니면 화치3길 35,926019,18,대중제
충북,대영힐스cc,권혁희,충청북도 충주시 대소원면 성종두담길 114,1167916,27,대중제
충북,진양밸리cc,이종현,충청북도 음성군 삼성면 금일로 1195,1372015,27,대중제
충북,에콜리안제천,조현재,충청북도 제천시 고암동 송학 주천로 102,371280,9,대중제
충북,코스카cc,허흥영,충청북도 음성군 음성읍 동음로 318,1421784,27,대중제
충북,클럽디속리산,최정훈,충청북도 보은군 탄부면 평각상장로 230,828506,18,대중제
충북,동촌cc,한명희,충청북도 충주시 노은면 감노로 1327,1047645,18,대중제
충북,세일cc,권민수,충청북도 충주시 신니면 동락길 207,880653,18,대중제
충북,클럽디보은,최정훈,충청북도 보은군 보은읍 장속중초로 386,929809,18,대중제
충북,올데이 골프앤리조트,서향기,충청북도 충주시 앙성면 비내길 189,1368736,27,대중제
충북,감곡CC,심천보,충청북도 음성군 감곡면 문촌리 산81-6,1016998,18,대중제
충북,일라이트 컨트리클럽,전문수,충청북도 영동군 영동읍 매천리 산 35-1,889884,18,대중제
충북,일레븐cc,김정태,충청북도 충주시 앙성면 본평리 산 43-1,1245242,18,대중제
충북,킹스데일cc,정지완,충청북도 충주시 주덕면 기업도시3로 2,870252,18,대중제
충북,블랙스톤cc,원성역,충청북도 증평군 도안면 벼루재길 334,690038,18,대중제
충북,모나크cc,서남종,충청북도 음성군 금왕읍 대금로 1851번길 3-14,960462,18,대중제
충북,음성 힐데스하임cc,김정선,충청북도 음성군 소이면 후미리 산40-4,1015870,27,대중제
